quantity_available,manufacturer,unit_price,product_status,product_url,standard_pricing,manufacturer_product_number,datasheet_url,Output Configuration,Output Type,Number of Regulators,Voltage - Input (Max),Voltage - Output (Min/Fixed),Voltage Dropout (Max),Grade,Protection Features,Current - Output,Package / Case
22549,Microchip Technology,0.45,Active,https://www.digikey.com/en/products/detail/microchip-technology/MCP1792T-5002H-DB/10297924,4000 in Tape & Reel (TR) for 1360.0  1 in Cut Tape (CT) for 0.45  25 in Cut Tape (CT) for 9.5  100 in Cut Tape (CT) for 34.0  1 in Digi-Reel® for 0.45  25 in Digi-Reel® for 9.5  100 in Digi-Reel® for 34.0 ,MCP1792T-5002H/DB,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP1792-Family-Data-Sheet-DS20006229D.pdf,Positive,Fixed,1,55V,5V,1.2V @ 100mA,Automotive,"Over Current, Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",100mA,"TO-261-4, TO-261AA"
18920,Microchip Technology,0.45,Active,https://www.digikey.com/en/products/detail/microchip-technology/TC1014-3-3VCT713/443111,3000 in Tape & Reel (TR) for 1020.0  1 in Cut Tape (CT) for 0.45  25 in Cut Tape (CT) for 9.0  100 in Cut Tape (CT) for 34.0  1 in Digi-Reel® for 0.45  25 in Digi-Reel® for 9.0  100 in Digi-Reel® for 34.0 ,TC1014-3.3VCT713,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/TC1014-1015-1185-50-mA-100-mA-and-150-mA-CMOS-LDOs-with-Shutdown-and-Reference-Bypass-Data-Sheet-DS20001335.pdf,Positive,Fixed,1,6V,3.3V,0.12V @ 50mA,,"Over Current, Over Temperature",50mA,"SC-74A, SOT-753"
16535,"MaxLinear, Inc.",0.45,Active,https://www.digikey.com/en/products/detail/maxlinear-inc/SPX3819M5-L-3-3-TR/2472394,3000 in Tape & Reel (TR) for 584.55  6000 in Tape & Reel (TR) for 1137.06  9000 in Tape & Reel (TR) for 1681.56  15000 in Tape & Reel (TR) for 2758.05  21000 in Tape & Reel (TR) for 3824.94  30000 in Tape & Reel (TR) for 5414.4  1 in Cut Tape (CT) for 0.45  10 in Cut Tape (CT) for 3.14  25 in Cut Tape (CT) for 7.01  100 in Cut Tape (CT) for 24.31  250 in Cut Tape (CT) for 56.33  500 in Cut Tape (CT) for 107.29  1000 in Cut Tape (CT) for 205.76  1 in Digi-Reel® for 0.45  10 in Digi-Reel® for 3.14  25 in Digi-Reel® for 7.01  100 in Digi-Reel® for 24.31  250 in Digi-Reel® for 56.33  500 in Digi-Reel® for 107.29  1000 in Digi-Reel® for 205.76 ,SPX3819M5-L-3-3/TR,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6642/1016_SPX3819.pdf,Positive,Fixed,1,16V,3.3V,0.7V @ 500mA,,"Over Current, Over Temperature, Reverse Polarity",500mA,"SC-74A, SOT-753"
14259,Microchip Technology,0.45,Active,https://www.digikey.com/en/products/detail/microchip-technology/TC1014-3-0VCT713/443107,3000 in Tape & Reel (TR) for 1020.0  1 in Cut Tape (CT) for 0.45  25 in Cut Tape (CT) for 9.0  100 in Cut Tape (CT) for 34.0  1 in Digi-Reel® for 0.45  25 in Digi-Reel® for 9.0  100 in Digi-Reel® for 34.0 ,TC1014-3.0VCT713,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/TC1014-1015-1185-50-mA-100-mA-and-150-mA-CMOS-LDOs-with-Shutdown-and-Reference-Bypass-Data-Sheet-DS20001335.pdf,Positive,Fixed,1,6V,3V,0.12V @ 50mA,,"Over Current, Over Temperature",50mA,"SC-74A, SOT-753"
12678,onsemi,0.45,Active,https://www.digikey.com/en/products/detail/onsemi/NCP551SN33T1G/921391,3000 in Tape & Reel (TR) for 586.23  6000 in Tape & Reel (TR) for 1140.36  9000 in Tape & Reel (TR) for 1686.42  15000 in Tape & Reel (TR) for 2766.15  21000 in Tape & Reel (TR) for 3836.07  30000 in Tape & Reel (TR) for 5430.0  1 in Cut Tape (CT) for 0.45  10 in Cut Tape (CT) for 3.15  25 in Cut Tape (CT) for 7.03  100 in Cut Tape (CT) for 24.38  250 in Cut Tape (CT) for 56.49  500 in Cut Tape (CT) for 107.6  1000 in Cut Tape (CT) for 206.34  1 in Digi-Reel® for 0.45  10 in Digi-Reel® for 3.15  25 in Digi-Reel® for 7.03  100 in Digi-Reel® for 24.38  250 in Digi-Reel® for 56.49  500 in Digi-Reel® for 107.6  1000 in Digi-Reel® for 206.34 ,NCP551SN33T1G,https://www.onsemi.com/pdf/datasheet/ncp551-d.pdf,Positive,Fixed,1,12V,3.3V,0.15V @ 10mA,,"Over Current, Over Temperature",150mA,"SOT-23-5 Thin, TSOT-23-5"
6910,onsemi,0.45,Active,https://www.digikey.com/en/products/detail/onsemi/NCP551SN30T1G/921390,3000 in Tape & Reel (TR) for 586.23  6000 in Tape & Reel (TR) for 1140.36  9000 in Tape & Reel (TR) for 1686.42  15000 in Tape & Reel (TR) for 2766.15  21000 in Tape & Reel (TR) for 3836.07  30000 in Tape & Reel (TR) for 5430.0  1 in Cut Tape (CT) for 0.45  10 in Cut Tape (CT) for 3.15  25 in Cut Tape (CT) for 7.03  100 in Cut Tape (CT) for 24.38  250 in Cut Tape (CT) for 56.49  500 in Cut Tape (CT) for 107.6  1000 in Cut Tape (CT) for 206.34  1 in Digi-Reel® for 0.45  10 in Digi-Reel® for 3.15  25 in Digi-Reel® for 7.03  100 in Digi-Reel® for 24.38  250 in Digi-Reel® for 56.49  500 in Digi-Reel® for 107.6  1000 in Digi-Reel® for 206.34 ,NCP551SN30T1G,https://www.onsemi.com/pdf/datasheet/ncp551-d.pdf,Positive,Fixed,1,12V,3V,0.15V @ 10mA,,"Over Current, Over Temperature",150mA,"SOT-23-5 Thin, TSOT-23-5"
6530,"MaxLinear, Inc.",0.45,Active,https://www.digikey.com/en/products/detail/maxlinear-inc/SPX3819M5-L-5-0-TR/2472395,3000 in Tape & Reel (TR) for 584.55  6000 in Tape & Reel (TR) for 1137.06  9000 in Tape & Reel (TR) for 1681.56  15000 in Tape & Reel (TR) for 2758.05  21000 in Tape & Reel (TR) for 3824.94  30000 in Tape & Reel (TR) for 5414.4  1 in Cut Tape (CT) for 0.45  10 in Cut Tape (CT) for 3.14  25 in Cut Tape (CT) for 7.01  100 in Cut Tape (CT) for 24.31  250 in Cut Tape (CT) for 56.33  500 in Cut Tape (CT) for 107.29  1000 in Cut Tape (CT) for 205.76  1 in Digi-Reel® for 0.45  10 in Digi-Reel® for 3.14  25 in Digi-Reel® for 7.01  100 in Digi-Reel® for 24.31  250 in Digi-Reel® for 56.33  500 in Digi-Reel® for 107.29  1000 in Digi-Reel® for 205.76 ,SPX3819M5-L-5-0/TR,https://assets.maxlinear.com/web/documents/spx3819.pdf,Positive,Fixed,1,16V,5V,0.7V @ 500mA,,"Over Current, Over Temperature, Reverse Polarity",500mA,"SC-74A, SOT-753"
20080,Texas Instruments,0.46,Active,https://www.digikey.com/en/products/detail/texas-instruments/LP2985-33DBVR/809759,3000 in Tape & Reel (TR) for 592.92  6000 in Tape & Reel (TR) for 1153.44  9000 in Tape & Reel (TR) for 1705.86  15000 in Tape & Reel (TR) for 2798.1  21000 in Tape & Reel (TR) for 3880.59  30000 in Tape & Reel (TR) for 5493.0  1 in Cut Tape (CT) for 0.46  10 in Cut Tape (CT) for 3.18  25 in Cut Tape (CT) for 7.11  100 in Cut Tape (CT) for 24.65  250 in Cut Tape (CT) for 57.12  500 in Cut Tape (CT) for 108.81  1000 in Cut Tape (CT) for 208.68  1 in Digi-Reel® for 0.46  10 in Digi-Reel® for 3.18  25 in Digi-Reel® for 7.11  100 in Digi-Reel® for 24.65  250 in Digi-Reel® for 57.12  500 in Digi-Reel® for 108.81  1000 in Digi-Reel® for 208.68 ,LP2985-33DBVR,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flp2985,Positive,Fixed,1,16V,3.3V,0.58V @ 150mA,,"Over Current, Over Temperature, Short Circuit",150mA,"SC-74A, SOT-753"
19306,Texas Instruments,0.46,Active,https://www.digikey.com/en/products/detail/texas-instruments/TLV75901PDRVR/10434825,3000 in Tape & Reel (TR) for 597.12  6000 in Tape & Reel (TR) for 1161.66  9000 in Tape & Reel (TR) for 1718.01  15000 in Tape & Reel (TR) for 2818.05  21000 in Tape & Reel (TR) for 3908.31  30000 in Tape & Reel (TR) for 5532.6  1 in Cut Tape (CT) for 0.46  10 in Cut Tape (CT) for 3.21  25 in Cut Tape (CT) for 7.15  100 in Cut Tape (CT) for 24.82  250 in Cut Tape (CT) for 57.51  500 in Cut Tape (CT) for 109.57  1000 in Cut Tape (CT) for 210.15  1 in Digi-Reel® for 0.46  10 in Digi-Reel® for 3.21  25 in Digi-Reel® for 7.15  100 in Digi-Reel® for 24.82  250 in Digi-Reel® for 57.51  500 in Digi-Reel® for 109.57  1000 in Digi-Reel® for 210.15 ,TLV75901PDRVR,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftlv759p,Positive,Adjustable,1,6V,0.55V,0.225V @ 1A,,"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",1A,6-WDFN Exposed Pad
14968,Texas Instruments,0.46,Active,https://www.digikey.com/en/products/detail/texas-instruments/LP2985-50DBVR/1169351,3000 in Tape & Reel (TR) for 597.12  6000 in Tape & Reel (TR) for 1161.66  9000 in Tape & Reel (TR) for 1718.01  15000 in Tape & Reel (TR) for 2818.05  21000 in Tape & Reel (TR) for 3908.31  30000 in Tape & Reel (TR) for 5532.6  1 in Cut Tape (CT) for 0.46  10 in Cut Tape (CT) for 3.21  25 in Cut Tape (CT) for 7.15  100 in Cut Tape (CT) for 24.82  250 in Cut Tape (CT) for 57.51  500 in Cut Tape (CT) for 109.57  1000 in Cut Tape (CT) for 210.15  1 in Digi-Reel® for 0.46  10 in Digi-Reel® for 3.21  25 in Digi-Reel® for 7.15  100 in Digi-Reel® for 24.82  250 in Digi-Reel® for 57.51  500 in Digi-Reel® for 109.57  1000 in Digi-Reel® for 210.15 ,LP2985-50DBVR,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flp2985,Positive,Fixed,1,16V,5V,0.58V @ 150mA,,"Over Current, Over Temperature, Short Circuit",150mA,"SC-74A, SOT-753"
8430,Microchip Technology,0.46,Active,https://www.digikey.com/en/products/detail/microchip-technology/MIC5353YMT-TR/2297015,5000 in Tape & Reel (TR) for 1750.0  1 in Cut Tape (CT) for 0.46  25 in Cut Tape (CT) for 9.25  100 in Cut Tape (CT) for 35.0  1 in Digi-Reel® for 0.46  25 in Digi-Reel® for 9.25  100 in Digi-Reel® for 35.0 ,MIC5353YMT-TR,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MIC5353-500mA-LDO-in-1.6mmx1.6mm-Package-DS20006507A.pdf,Positive,Adjustable,1,6V,1.25V,0.35V @ 500mA,,"Over Current, Over Temperature",500mA,"6-UFDFN Exposed Pad, 6-TMLF®"
27446,onsemi,0.47,Active,https://www.digikey.com/en/products/detail/onsemi/LM317MSTT3G/1476831,4000 in Tape & Reel (TR) for 800.52  8000 in Tape & Reel (TR) for 1560.4  12000 in Tape & Reel (TR) for 2310.0  20000 in Tape & Reel (TR) for 3793.6  28000 in Tape & Reel (TR) for 5264.84  40000 in Tape & Reel (TR) for 7458.0  1 in Cut Tape (CT) for 0.47  10 in Cut Tape (CT) for 3.26  25 in Cut Tape (CT) for 7.27  100 in Cut Tape (CT) for 25.24  250 in Cut Tape (CT) for 58.5  500 in Cut Tape (CT) for 111.46  1000 in Cut Tape (CT) for 213.81  1 in Digi-Reel® for 0.47  10 in Digi-Reel® for 3.26  25 in Digi-Reel® for 7.27  100 in Digi-Reel® for 25.24  250 in Digi-Reel® for 58.5  500 in Digi-Reel® for 111.46  1000 in Digi-Reel® for 213.81 ,LM317MSTT3G,https://www.onsemi.com/pdf/datasheet/lm317m-d.pdf,Positive,Adjustable,1,40V,1.2V,-,,"Over Current, Over Temperature, Short Circuit",500mA,"TO-261-4, TO-261AA"
24501,STMicroelectronics,0.47,Active,https://www.digikey.com/en/products/detail/stmicroelectronics/LM317MDT-TR/591676,2500 in Tape & Reel (TR) for 510.775  5000 in Tape & Reel (TR) for 992.55  7500 in Tape & Reel (TR) for 1467.0  12500 in Tape & Reel (TR) for 2404.75  17500 in Tape & Reel (TR) for 3333.75  25000 in Tape & Reel (TR) for 4717.25  1 in Cut Tape (CT) for 0.47  10 in Cut Tape (CT) for 3.26  25 in Cut Tape (CT) for 7.28  100 in Cut Tape (CT) for 25.25  250 in Cut Tape (CT) for 58.54  500 in Cut Tape (CT) for 111.53  1000 in Cut Tape (CT) for 213.94  1 in Digi-Reel® for 0.47  10 in Digi-Reel® for 3.26  25 in Digi-Reel® for 7.28  100 in Digi-Reel® for 25.25  250 in Digi-Reel® for 58.54  500 in Digi-Reel® for 111.53  1000 in Digi-Reel® for 213.94 ,LM317MDT-TR,https://www.st.com/resource/en/datasheet/lm217m.pdf,Positive,Adjustable,1,40V,1.2V,-,,"Over Current, Over Temperature, Short Circuit",500mA,"TO-252-3, DPAK (2 Leads + Tab), SC-63"
20313,onsemi,0.47,Active,https://www.digikey.com/en/products/detail/onsemi/MC79M12CDTRKG/919407,2500 in Tape & Reel (TR) for 515.7  5000 in Tape & Reel (TR) for 1002.15  7500 in Tape & Reel (TR) for 1481.25  12500 in Tape & Reel (TR) for 2428.125  17500 in Tape & Reel (TR) for 3366.3  25000 in Tape & Reel (TR) for 4763.25  1 in Cut Tape (CT) for 0.47  10 in Cut Tape (CT) for 3.29  25 in Cut Tape (CT) for 7.34  100 in Cut Tape (CT) for 25.49  250 in Cut Tape (CT) for 59.09  500 in Cut Tape (CT) for 112.59  1000 in Cut Tape (CT) for 215.99  1 in Digi-Reel® for 0.47  10 in Digi-Reel® for 3.29  25 in Digi-Reel® for 7.34  100 in Digi-Reel® for 25.49  250 in Digi-Reel® for 59.09  500 in Digi-Reel® for 112.59  1000 in Digi-Reel® for 215.99 ,MC79M12CDTRKG,https://www.onsemi.com/pdf/datasheet/mc79m00-d.pdf,Negative,Fixed,1,-35V,-12V,1.1V @ 500mA (Typ),,"Over Current, Over Temperature",500mA,"TO-252-3, DPAK (2 Leads + Tab), SC-63"
16808,STMicroelectronics,0.48,Active,https://www.digikey.com/en/products/detail/stmicroelectronics/LD1117DT33TR/585760,2500 in Tape & Reel (TR) for 532.55  5000 in Tape & Reel (TR) for 1035.1  7500 in Tape & Reel (TR) for 1530.075  12500 in Tape & Reel (TR) for 2508.5  17500 in Tape & Reel (TR) for 3477.775  25000 in Tape & Reel (TR) for 4921.25  1 in Cut Tape (CT) for 0.48  10 in Cut Tape (CT) for 3.39  25 in Cut Tape (CT) for 7.57  100 in Cut Tape (CT) for 26.29  250 in Cut Tape (CT) for 60.98  500 in Cut Tape (CT) for 116.22  1000 in Cut Tape (CT) for 222.99  1 in Digi-Reel® for 0.48  10 in Digi-Reel® for 3.39  25 in Digi-Reel® for 7.57  100 in Digi-Reel® for 26.29  250 in Digi-Reel® for 60.98  500 in Digi-Reel® for 116.22  1000 in Digi-Reel® for 222.99 ,LD1117DT33TR,https://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,Positive,Fixed,1,15V,3.3V,1.2V @ 800mA,,"Over Current, Over Temperature",800mA,"TO-252-3, DPAK (2 Leads + Tab), SC-63"
15595,Diodes Incorporated,0.48,Active,https://www.digikey.com/en/products/detail/diodes-incorporated/AP7361C-FGE-7/5638318,3000 in Tape & Reel (TR) for 634.83  6000 in Tape & Reel (TR) for 1235.4  9000 in Tape & Reel (TR) for 1827.27  15000 in Tape & Reel (TR) for 2997.9  21000 in Tape & Reel (TR) for 4158.21  30000 in Tape & Reel (TR) for 5886.9  1 in Cut Tape (CT) for 0.48  10 in Cut Tape (CT) for 3.39  25 in Cut Tape (CT) for 7.58  100 in Cut Tape (CT) for 26.33  250 in Cut Tape (CT) for 61.05  500 in Cut Tape (CT) for 116.37  1000 in Cut Tape (CT) for 223.29  1 in Digi-Reel® for 0.48  10 in Digi-Reel® for 3.39  25 in Digi-Reel® for 7.58  100 in Digi-Reel® for 26.33  250 in Digi-Reel® for 61.05  500 in Digi-Reel® for 116.37  1000 in Digi-Reel® for 223.29 ,AP7361C-FGE-7,https://www.diodes.com/assets/Datasheets/AP7361C.pdf,Positive,Adjustable,1,6V,0.8V,0.36V @ 1A (Typ),,"Over Current, Over Temperature",1A,8-UDFN Exposed Pad
8094,Texas Instruments,0.48,Active,https://www.digikey.com/en/products/detail/texas-instruments/LP2985A-50DBVR/1510804,3000 in Tape & Reel (TR) for 626.46  6000 in Tape & Reel (TR) for 1219.02  9000 in Tape & Reel (TR) for 1803.06  15000 in Tape & Reel (TR) for 2958.0  21000 in Tape & Reel (TR) for 4102.77  30000 in Tape & Reel (TR) for 5808.0  1 in Cut Tape (CT) for 0.48  10 in Cut Tape (CT) for 3.35  25 in Cut Tape (CT) for 7.48  100 in Cut Tape (CT) for 25.99  250 in Cut Tape (CT) for 60.27  500 in Cut Tape (CT) for 114.86  1000 in Cut Tape (CT) for 220.37  1 in Digi-Reel® for 0.48  10 in Digi-Reel® for 3.35  25 in Digi-Reel® for 7.48  100 in Digi-Reel® for 25.99  250 in Digi-Reel® for 60.27  500 in Digi-Reel® for 114.86  1000 in Digi-Reel® for 220.37 ,LP2985A-50DBVR,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flp2985,Positive,Fixed,1,16V,5V,0.58V @ 150mA,,"Over Current, Over Temperature, Short Circuit",150mA,"SC-74A, SOT-753"
6289,Texas Instruments,0.48,Active,https://www.digikey.com/en/products/detail/texas-instruments/LP2985A-33DBVR/809762,3000 in Tape & Reel (TR) for 626.46  6000 in Tape & Reel (TR) for 1219.02  9000 in Tape & Reel (TR) for 1803.06  15000 in Tape & Reel (TR) for 2958.0  21000 in Tape & Reel (TR) for 4102.77  30000 in Tape & Reel (TR) for 5808.0  1 in Cut Tape (CT) for 0.48  10 in Cut Tape (CT) for 3.35  25 in Cut Tape (CT) for 7.48  100 in Cut Tape (CT) for 25.99  250 in Cut Tape (CT) for 60.27  500 in Cut Tape (CT) for 114.86  1000 in Cut Tape (CT) for 220.37  1 in Digi-Reel® for 0.48  10 in Digi-Reel® for 3.35  25 in Digi-Reel® for 7.48  100 in Digi-Reel® for 25.99  250 in Digi-Reel® for 60.27  500 in Digi-Reel® for 114.86  1000 in Digi-Reel® for 220.37 ,LP2985A-33DBVR,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flp2985,Positive,Fixed,1,16V,3.3V,0.58V @ 150mA,,"Over Current, Over Temperature, Short Circuit",150mA,"SC-74A, SOT-753"
107842,onsemi,0.49,Active,https://www.digikey.com/en/products/detail/onsemi/MC7805BDTRKG/919331,2500 in Tape & Reel (TR) for 545.55  5000 in Tape & Reel (TR) for 1060.45  7500 in Tape & Reel (TR) for 1567.65  12500 in Tape & Reel (TR) for 2570.25  17500 in Tape & Reel (TR) for 3563.525  25000 in Tape & Reel (TR) for 5043.0  1 in Cut Tape (CT) for 0.49  10 in Cut Tape (CT) for 3.47  25 in Cut Tape (CT) for 7.74  100 in Cut Tape (CT) for 26.91  250 in Cut Tape (CT) for 62.43  500 in Cut Tape (CT) for 119.01  1000 in Cut Tape (CT) for 228.39  1 in Digi-Reel® for 0.49  10 in Digi-Reel® for 3.47  25 in Digi-Reel® for 7.74  100 in Digi-Reel® for 26.91  250 in Digi-Reel® for 62.43  500 in Digi-Reel® for 119.01  1000 in Digi-Reel® for 228.39 ,MC7805BDTRKG,https://www.onsemi.com/pdf/datasheet/mc7800-d.pdf,Positive,Fixed,1,35V,5V,2V @ 1A (Typ),,"Over Temperature, Short Circuit",1A,"TO-252-3, DPAK (2 Leads + Tab), SC-63"
35052,Nisshinbo Micro Devices Inc.,0.49,Active,https://www.digikey.com/en/products/detail/nisshinbo-micro-devices-inc/R1180Q331B-TR-FE/10212271,3000 in Tape & Reel (TR) for 647.37  6000 in Tape & Reel (TR) for 1259.94  9000 in Tape & Reel (TR) for 1863.72  15000 in Tape & Reel (TR) for 3057.9  21000 in Tape & Reel (TR) for 4241.37  30000 in Tape & Reel (TR) for 6004.8  1 in Cut Tape (CT) for 0.49  10 in Cut Tape (CT) for 3.46  25 in Cut Tape (CT) for 7.72  100 in Cut Tape (CT) for 26.83  250 in Cut Tape (CT) for 62.23  500 in Cut Tape (CT) for 118.63  1000 in Cut Tape (CT) for 227.66  1 in Digi-Reel® for 0.49  10 in Digi-Reel® for 3.46  25 in Digi-Reel® for 7.72  100 in Digi-Reel® for 26.83  250 in Digi-Reel® for 62.23  500 in Digi-Reel® for 118.63  1000 in Digi-Reel® for 227.66 ,R1180Q331B-TR-FE,https://www.nisshinbo-microdevices.co.jp/en/pdf/datasheet/r1180-ea.pdf,Positive,Fixed,1,6V,3.3V,0.4V @ 150mA,,Over Current,150mA,"SC-82A, SOT-343"
19442,onsemi,0.49,Active,https://www.digikey.com/en/products/detail/onsemi/NCV317MABSTT3G/5257231,4000 in Tape & Reel (TR) for 853.0  8000 in Tape & Reel (TR) for 1663.12  12000 in Tape & Reel (TR) for 2462.52  20000 in Tape & Reel (TR) for 4044.6  28000 in Tape & Reel (TR) for 5614.0  40000 in Tape & Reel (TR) for 7953.2  1 in Cut Tape (CT) for 0.49  10 in Cut Tape (CT) for 3.46  25 in Cut Tape (CT) for 7.72  100 in Cut Tape (CT) for 26.83  250 in Cut Tape (CT) for 62.23  500 in Cut Tape (CT) for 118.63  1000 in Cut Tape (CT) for 227.66  1 in Digi-Reel® for 0.49  10 in Digi-Reel® for 3.46  25 in Digi-Reel® for 7.72  100 in Digi-Reel® for 26.83  250 in Digi-Reel® for 62.23  500 in Digi-Reel® for 118.63  1000 in Digi-Reel® for 227.66 ,NCV317MABSTT3G,https://www.onsemi.com/pdf/datasheet/lm317m-d.pdf,Positive,Adjustable,1,40V,1.2V,-,Automotive,"Over Current, Over Temperature, Short Circuit",500mA,"TO-261-4, TO-261AA"
17310,Texas Instruments,0.49,Active,https://www.digikey.com/en/products/detail/texas-instruments/LM78L12ACMX-NOPB/334880,2500 in Tape & Reel (TR) for 543.8  5000 in Tape & Reel (TR) for 1057.05  7500 in Tape & Reel (TR) for 1562.625  12500 in Tape & Reel (TR) for 2561.875  17500 in Tape & Reel (TR) for 3551.975  25000 in Tape & Reel (TR) for 5026.5  1 in Cut Tape (CT) for 0.49  10 in Cut Tape (CT) for 3.46  25 in Cut Tape (CT) for 7.72  100 in Cut Tape (CT) for 26.83  250 in Cut Tape (CT) for 62.23  500 in Cut Tape (CT) for 118.63  1000 in Cut Tape (CT) for 227.66  1 in Digi-Reel® for 0.49  10 in Digi-Reel® for 3.46  25 in Digi-Reel® for 7.72  100 in Digi-Reel® for 26.83  250 in Digi-Reel® for 62.23  500 in Digi-Reel® for 118.63  1000 in Digi-Reel® for 227.66 ,LM78L12ACMX/NOPB,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm78l,Positive,Fixed,1,35V,12V,-,,"Over Temperature, Short Circuit",100mA,"8-SOIC (0.154"", 3.90mm Width)"
15981,onsemi,0.49,Active,https://www.digikey.com/en/products/detail/onsemi/MC7812BDTRKG/1481271,2500 in Tape & Reel (TR) for 545.55  5000 in Tape & Reel (TR) for 1060.45  7500 in Tape & Reel (TR) for 1567.65  12500 in Tape & Reel (TR) for 2570.25  17500 in Tape & Reel (TR) for 3563.525  25000 in Tape & Reel (TR) for 5043.0  1 in Cut Tape (CT) for 0.49  10 in Cut Tape (CT) for 3.47  25 in Cut Tape (CT) for 7.74  100 in Cut Tape (CT) for 26.91  250 in Cut Tape (CT) for 62.43  500 in Cut Tape (CT) for 119.01  1000 in Cut Tape (CT) for 228.39  1 in Digi-Reel® for 0.49  10 in Digi-Reel® for 3.47  25 in Digi-Reel® for 7.74  100 in Digi-Reel® for 26.91  250 in Digi-Reel® for 62.43  500 in Digi-Reel® for 119.01  1000 in Digi-Reel® for 228.39 ,MC7812BDTRKG,https://www.onsemi.com/pdf/datasheet/mc7800-d.pdf,Positive,Fixed,1,35V,12V,2V @ 1A (Typ),,"Over Temperature, Short Circuit",1A,"TO-252-3, DPAK (2 Leads + Tab), SC-63"
13311,Microchip Technology,0.49,Active,https://www.digikey.com/en/products/detail/microchip-technology/TC1015-3-3VCT713/267413,3000 in Tape & Reel (TR) for 1080.0  1 in Cut Tape (CT) for 0.49  25 in Cut Tape (CT) for 10.25  100 in Cut Tape (CT) for 36.0  1 in Digi-Reel® for 0.49  25 in Digi-Reel® for 10.25  100 in Digi-Reel® for 36.0 ,TC1015-3.3VCT713,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/TC1014-1015-1185-50-mA-100-mA-and-150-mA-CMOS-LDOs-with-Shutdown-and-Reference-Bypass-Data-Sheet-DS20001335.pdf,Positive,Fixed,1,6V,3.3V,0.25V @ 100mA,,"Over Current, Over Temperature",100mA,"SC-74A, SOT-753"
11134,Microchip Technology,0.49,Active,https://www.digikey.com/en/products/detail/microchip-technology/MIC5253-3-3YC5-TR/949761,3000 in Tape & Reel (TR) for 1080.0  1 in Cut Tape (CT) for 0.49  25 in Cut Tape (CT) for 10.25  100 in Cut Tape (CT) for 36.0  1 in Digi-Reel® for 0.49  25 in Digi-Reel® for 10.25  100 in Digi-Reel® for 36.0 ,MIC5253-3.3YC5-TR,https://ww1.microchip.com/downloads/en/DeviceDoc/mic5253.pdf,Positive,Fixed,1,5.5V,3.3V,0.3V @ 100mA,,"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",100mA,"5-TSSOP, SC-70-5, SOT-353"
